Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Age Group,Salary Band,Experience Level,Employee Tenure Group,Attrition Percentage,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Employee Risk Category
44,0,0.293809030058818,2,3,1703,3,1.4815512994360187,4,3,4,0.292385223658475,0.06983431284543094,1,19,3,2,1,9,2,3,8,7,6,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,36-45,Low Salary,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Medium Risk
35,0,-1.6274951985683364,2,4,1704,1,0.645040522822686,2,1,4,-0.3342143203032493,-0.048220073018308475,0,14,3,3,0,6,2,4,5,4,1,4,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,26-35,,Mid Level,Junior Employee,0.0,Travel Frequently,Research & Development,Medical,Male,Research Scientist,Single,Medium Risk
43,0,0.9334174055243739,2,3,1706,4,0.349801425194451,3,2,4,0.28558590680300705,-1.1586340048152193,1,17,3,1,1,10,3,3,10,9,8,8,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,36-45,Low Salary,Mid Level,Experienced Employee,0.0,Travel Rarely,Sales,Medical,Male,Sales Executive,Married,Medium Risk
24,0,-0.5490857283066433,9,3,1707,3,-0.19147025379064658,4,1,3,-0.44661552707020497,0.46419217800454143,1,16,3,4,1,5,1,3,5,3,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,18-25,,Entry Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Research Scientist,Married,Low Risk
41,0,0.28637172336735806,6,3,1708,4,-1.5200461931177043,3,3,3,0.5817811473193325,0.21866716359507385,1,12,3,2,0,10,3,3,10,8,8,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,36-45,Low Salary,Mid Level,Experienced Employee,0.0,Travel Rarely,Sales,Marketing,Male,Sales Executive,Single,Low Risk
29,0,0.6929444891671688,9,4,1709,4,-1.1263940629467242,3,1,3,-0.7498225630937319,1.5598493115684848,9,17,3,3,1,9,2,3,5,3,1,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,26-35,,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Low Risk
36,0,-0.6755199420614625,2,4,1710,3,-0.7327419327757442,3,2,4,-0.42515518324513407,-0.9660929231088825,3,15,3,3,0,17,2,2,13,7,6,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,36-45,,Senior Level,Loyal Employee,0.0,Travel Rarely,Sales,Life Sciences,Female,Sales Representative,Single,Medium Risk
45,0,1.0796844371230863,1,1,1712,3,0.3990079414658235,2,3,3,0.9019864754815294,-1.5344404664814566,3,23,4,4,1,25,3,2,23,15,14,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,36-45,Low Salary,Executive Level,Veteran Employee,0.0,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Medium Risk
24,1,-1.3944595889025913,22,1,1714,4,-0.3882963188761366,1,1,3,-1.0513297699033917,-0.38341020430999717,1,11,3,3,1,1,2,3,1,0,0,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,18-25,,Entry Level,New Employee,0.07,Travel Rarely,Human Resources,Human Resources,Male,Human Resources,Married,Low Risk
47,1,0.7202146137025219,9,3,1716,3,0.7926600716368035,1,4,3,1.366889765474155,1.3844542239995006,7,11,3,3,0,25,3,1,23,5,14,10,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,46-55,Low Salary,Executive Level,Veteran Employee,0.07,Travel Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Medium Risk
26,0,-1.0225942543295936,17,4,1718,4,-0.19147025379064658,1,1,3,-0.89197078110336,-1.137833946353513,1,15,3,3,3,3,3,4,3,2,0,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,26-35,,Entry Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Low Risk
45,0,0.5020536174196967,28,2,1719,4,-0.8803614815898617,2,4,2,2.167509325205514,0.3943433330351623,1,11,3,3,0,21,2,3,21,6,8,6,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,36-45,Low Salary,Executive Level,Veteran Employee,0.0,Travel Rarely,Research & Development,Technical Degree,Female,Research Director,Single,Low Risk
32,0,-0.5391693193846967,10,3,1720,1,-0.4867093514188816,3,1,3,-0.6522948619481125,0.42821369850321134,6,13,3,1,1,10,3,2,5,2,1,3,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,26-35,,Mid Level,Junior Employee,0.0,Travel Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,Medium Risk
31,0,-0.15242937142877916,2,4,1721,2,0.15297536010896096,3,1,3,-0.642945801271844,0.5326356136183998,1,14,3,4,1,6,2,4,5,2,0,3,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,26-35,,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Low Risk
41,0,-0.6209796929907562,4,3,1722,3,-0.2898832863333916,1,2,2,-0.015496342703186072,0.9108312711890223,6,19,3,2,1,10,4,3,3,2,1,2,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,36-45,,Mid Level,Junior Employee,0.0,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Married,Low Risk
40,0,-1.0746554011698133,8,2,1724,2,1.2847252343505287,3,2,1,0.0027768213458842232,-1.303110086562748,2,16,3,2,1,18,3,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,36-45,Low Salary,Senior Level,New Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,High Risk
24,0,-0.7350183955931421,29,1,1725,2,1.235518718079156,3,1,1,-0.5515799810264925,-1.5025376741111365,1,13,3,2,3,6,2,4,6,2,1,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,18-25,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,Low Risk
46,0,-0.21192782496045878,13,4,1727,3,-1.5692527093890767,3,2,2,-0.199927812407756,-0.6487514906323067,6,14,3,4,0,19,3,3,10,7,0,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,46-55,,Senior Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Low Risk
35,0,1.4069259315473241,27,4,1728,4,-0.8311549653184892,3,2,3,0.08075648653203303,-1.2876505836520202,2,16,3,2,1,17,3,3,7,7,0,7,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,26-35,Low Salary,Senior Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Low Risk
30,0,-0.023516055443473325,16,1,1729,2,-1.6184592256604493,3,1,4,-0.7736201720878699,-1.475975437291795,1,12,3,2,1,10,2,2,10,0,0,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Medium Risk
47,0,-0.643291613065136,2,4,1731,3,1.038692652993666,3,2,2,-0.3240153450200473,-1.5146241945686145,7,11,3,4,1,4,3,1,1,0,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,46-55,,Entry Level,New Employee,0.0,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,Medium Risk
46,0,1.1763694241120657,2,3,1732,3,0.3990079414658235,3,3,4,0.8212445878228467,-1.2251098673313487,4,12,3,2,1,13,5,2,10,6,0,3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,46-55,Low Salary,Senior Level,Experienced Employee,0.0,Travel Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,Medium Risk
36,1,1.6201287233691761,13,5,1733,2,1.4815512994360187,2,2,1,-0.07839002361626522,-0.7947735226709083,5,13,3,2,3,16,3,3,2,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,36-45,,Senior Level,New Employee,0.07,Travel Rarely,Sales,Marketing,Male,Sales Executive,Divorced,High Risk
32,1,0.40041042596974397,1,2,1734,1,-1.5692527093890767,1,2,2,0.04930964607549346,-0.3044261985297334,6,15,3,2,0,10,2,3,0,0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,26-35,Low Salary,Mid Level,,0.07,Travel Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Low Risk
23,0,-1.5927877673415234,4,1,1735,3,-0.7327419327757442,3,1,2,-0.6816169158873183,-0.20393942961000286,1,13,3,3,0,3,3,1,3,2,1,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,18-25,,Entry Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Medium Risk
31,0,-1.5853504606500635,24,1,1736,4,-1.7660787744745667,3,2,4,-0.26877089556936967,-1.074168902548425,2,20,4,4,0,9,3,2,5,4,1,4,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,26-35,,Mid Level,Junior Employee,0.0,Travel Frequently,Research & Development,Technical Degree,Female,Manufacturing Director,Single,Medium Risk
39,0,-0.025995157673959976,1,3,1737,4,0.5466274902799411,3,2,4,-0.0065722393303842995,-0.7482544730031728,1,15,3,4,1,9,2,3,9,8,5,8,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,36-45,,Mid Level,Experienced Employee,0.0,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Medium Risk
32,0,-1.06969719670884,19,3,1739,4,0.6942470390940585,1,3,3,0.660185769808948,-1.4718997501607851,3,13,3,3,1,10,2,1,4,3,0,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,26-35,Low Salary,Mid Level,Junior Employee,0.0,Travel Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Medium Risk
40,0,-0.47471266139204377,7,4,1740,2,1.0878991692650386,3,5,2,2.832355026479246,-1.400364413964781,1,14,3,2,0,21,3,2,21,8,12,8,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,36-45,Low Salary,Executive Level,Veteran Employee,0.0,Travel Rarely,Sales,Medical,Male,Manager,Single,Medium Risk
45,0,-1.553122131653737,4,3,1744,3,-0.4867093514188816,1,3,3,0.6912076529620209,-1.08470947271483,4,21,4,3,2,9,2,4,5,0,0,3,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,36-45,Low Salary,Mid Level,Junior Employee,0.0,Travel Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,Low Risk
30,0,1.2631380021790986,2,4,1745,4,0.5958340065513135,2,1,1,-0.3261401315373811,1.7024983611538367,0,16,3,4,0,10,2,3,9,7,0,7,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,Low Risk
24,0,0.23431057652713835,10,3,1746,1,-0.3390898026047641,3,1,4,-0.9259673653807001,-1.7168626008280443,0,14,3,4,1,3,2,3,2,2,2,1,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,18-25,,Entry Level,New Employee,0.0,Travel Frequently,Human Resources,Medical,Male,Human Resources,Married,Low Risk
30,1,-0.501982785927397,8,3,1747,3,0.005355811294843447,2,1,4,-0.918530612570032,-0.6438325578879842,6,11,3,3,1,6,0,2,4,2,1,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,26-35,,Mid Level,Junior Employee,0.07,Travel Frequently,Human Resources,Human Resources,Female,Human Resources,Divorced,Medium Risk
31,0,0.49709541295872334,5,3,1749,1,-0.7327419327757442,3,2,3,0.3916127540179614,0.9317718705862807,1,19,3,3,1,6,3,3,5,2,0,2,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,26-35,Low Salary,Mid Level,Junior Employee,0.0,Travel Rarely,Sales,Technical Degree,Male,Sales Executive,Married,Low Risk
27,0,0.6235296267135425,8,3,1751,3,0.05456232756621595,3,1,4,-0.649745118127312,-1.1469691071643975,1,11,3,3,0,6,5,2,6,2,1,4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Research Scientist,Single,Medium Risk
29,1,-0.9283883695711009,9,3,1752,2,-0.6835354165043717,1,1,2,-0.7952929945646742,0.04453694444605821,1,13,3,3,0,2,3,3,2,2,2,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,26-35,,Entry Level,New Employee,0.07,Travel Rarely,Sales,Marketing,Female,Sales Representative,Single,Low Risk
29,0,-0.8465779959650415,1,3,1753,4,0.20218187638033347,4,2,3,-0.04439343933892514,1.2292970311500144,8,12,3,4,0,10,5,4,3,2,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,26-35,,Mid Level,Junior Employee,0.0,Travel Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Medium Risk
30,0,0.43759695942704374,15,2,1754,3,1.3831382668932737,2,3,1,0.13536350002751055,-1.5775865336959423,2,11,3,1,1,12,2,3,7,7,1,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,26-35,Low Salary,Senior Level,Experienced Employee,0.0,Travel Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Low Risk
34,0,-1.5407266205013037,2,4,1755,4,1.5307578157073911,4,1,4,-0.7587466664665337,-1.2265152766868694,0,14,3,1,3,6,3,3,5,0,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,26-35,,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Research Scientist,Married,Medium Risk
33,0,1.1912440374949855,2,3,1756,4,-0.19147025379064658,3,2,2,-0.28810645287710684,-0.508210555080236,8,15,3,4,0,13,2,2,11,7,1,7,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,26-35,,Senior Level,Loyal Employee,0.0,Non-Travel,Sales,Marketing,Female,Sales Executive,Single,Medium Risk
49,0,1.2656171044095852,11,4,1757,4,0.6942470390940585,3,2,4,-0.42409278998646716,-0.8604061395737252,3,12,3,3,0,8,1,4,5,1,0,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,46-55,,Mid Level,Junior Employee,0.0,Travel Rarely,Sales,Marketing,Female,Sales Executive,Single,Low Risk
33,1,-1.466353553586704,16,3,1758,1,0.3990079414658235,3,3,1,0.43793310009583725,-0.5932378210892388,2,20,4,3,0,11,2,2,0,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,26-35,Low Salary,Senior Level,,0.07,Travel Rarely,Sales,Life Sciences,Female,Sales Executive,Single,High Risk
38,0,-0.5168573993103168,2,2,1760,3,0.448214457737196,2,1,2,-0.8573367608708199,0.2318780115369685,4,14,3,2,1,9,4,2,6,1,0,5,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,36-45,,Mid Level,Experienced Employee,0.0,Travel Frequently,Research & Development,Medical,Female,Laboratory Technician,Married,Medium Risk
31,1,0.6855071824757089,16,4,1761,1,0.20218187638033347,3,3,3,0.35230420344728697,0.6589819146797115,2,13,3,1,3,10,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,26-35,Low Salary,Mid Level,New Employee,0.07,Travel Rarely,Sales,Marketing,Male,Sales Executive,Married,Low Risk
29,0,-0.5267738082322635,4,3,1762,4,1.235518718079156,2,1,1,-0.9336165968431016,-0.6051838006111648,1,13,3,3,1,1,2,3,1,0,0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,26-35,,Entry Level,New Employee,0.0,Travel Rarely,Research & Development,Technical Degree,Female,Research Scientist,Divorced,Low Risk
30,0,-1.233317943920959,16,3,1763,3,-0.3882963188761366,4,2,3,-0.25687209107230063,-0.728719282961435,3,16,3,3,1,10,3,3,7,0,1,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Low Risk
32,0,0.3731403014343908,5,4,1764,2,-0.043850704976529056,3,1,2,-0.804217097937476,0.47234355226656155,2,14,3,2,0,12,3,3,7,7,0,7,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,26-35,,Senior Level,Experienced Employee,0.0,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Single,Low Risk
38,0,0.0756480337759927,18,3,1766,2,-0.2898832863333916,1,2,4,-0.14702062812614553,1.4371570748315272,3,16,3,3,1,15,2,3,1,0,1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,36-45,,Senior Level,New Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Medium Risk
43,1,0.011191375783339787,17,3,1767,3,-1.3724266443035866,2,1,3,-0.8639235990745545,0.17903461976938992,9,16,3,4,1,6,4,3,1,0,0,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,36-45,,Mid Level,New Employee,0.07,Travel Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,Medium Risk
42,0,0.13018828284669903,12,3,1768,2,-0.4375028351475091,3,1,2,-0.794018122654274,-0.7534544876185995,8,22,4,2,3,7,6,2,5,3,0,4,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,36-45,,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,Medium Risk
55,0,-0.8044332580467684,2,3,1770,3,-0.2898832863333916,2,5,1,2.6634344983512124,0.7718362859280243,8,12,3,2,3,34,2,3,1,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,46-55,Low Salary,Executive Level,New Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Research Director,Married,Low Risk
33,0,-0.06813989559223305,4,3,1771,4,1.1863122018077836,3,2,2,-0.7326117923033284,-1.1410663878712106,5,15,3,4,2,11,2,2,9,8,1,7,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,26-35,,Senior Level,Experienced Employee,0.0,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,Medium Risk
41,0,-0.6308961019127028,9,4,1772,3,1.3831382668932737,3,1,1,-0.8953704395310941,0.8723230548477549,1,20,4,2,2,5,2,3,5,3,0,4,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,36-45,,Entry Level,Junior Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Low Risk
34,0,1.4193214426997576,10,3,1774,4,1.038692652993666,3,2,3,-0.5316069877635552,-0.2810964032280897,1,14,3,3,1,15,3,3,15,14,0,7,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,26-35,,Senior Level,Loyal Employee,0.0,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Divorced,Medium Risk
53,0,-0.35075754986771124,1,4,1775,1,-0.2898832863333916,2,4,3,1.373051646374423,1.1236102476148573,4,20,4,4,3,27,2,2,3,2,0,2,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,46-55,Low Salary,Executive Level,Junior Employee,0.0,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,Medium Risk
43,0,-1.3845431799806447,2,3,1778,2,1.5307578157073911,3,1,4,-0.6297721248643747,-1.3042344140471647,0,13,3,2,0,10,5,3,9,7,1,8,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,36-45,,Mid Level,Experienced Employee,0.0,Travel Rarely,Human Resources,Life Sciences,Male,Human Resources,Single,Low Risk
34,0,-0.7226228844407089,3,2,1779,4,-1.6676657419318217,1,2,4,-0.10070028204826965,1.5515573963709128,5,12,3,1,0,6,3,3,2,2,2,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,26-35,,Mid Level,New Employee,0.0,Travel Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Low Risk
21,1,-1.1539866725453862,7,1,1780,2,-1.7168722582031943,3,1,2,-0.8125037653550776,-1.3697264900144297,1,13,3,2,0,1,3,3,1,0,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,18-25,,Entry Level,New Employee,0.07,Travel Rarely,Sales,Marketing,Male,Sales Representative,Single,Low Risk
38,0,0.868960747531721,6,2,1782,4,-1.2740136117608418,2,1,3,-0.5951381046318345,0.2899214179199737,1,11,3,2,1,5,3,3,5,4,0,4,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,36-45,,Entry Level,Junior Employee,0.0,Travel Rarely,Research & Development,Other,Female,Laboratory Technician,Married,Low Risk
22,1,1.2185141620303388,8,1,1783,3,0.645040522822686,3,1,1,-0.8722102664921562,0.23693748521684305,1,17,3,3,0,1,6,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,18-25,,Entry Level,New Employee,0.07,Travel Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,High Risk
31,0,-1.5035400870440039,29,4,1784,1,1.235518718079156,2,2,4,-0.2199008056706933,-0.12804732441188466,1,14,3,1,2,13,3,3,12,7,5,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,26-35,,Senior Level,Loyal Employee,0.0,Travel Rarely,Sales,Marketing,Female,Sales Executive,Married,Low Risk
51,0,0.34587017689903765,3,3,1786,1,-0.6343289002329991,3,3,3,1.4051359227861626,1.218615920048057,2,11,3,4,0,15,2,3,2,2,2,2,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,46-55,Low Salary,Senior Level,New Employee,0.0,Travel Rarely,Research & Development,Technical Degree,Female,Manager,Married,Low Risk
37,0,-0.5292529104627501,9,2,1787,2,-0.9787745141326066,2,2,2,-0.4916610012376806,-0.7748167098225142,1,14,3,1,2,5,2,3,5,2,0,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,36-45,,Entry Level,Junior Employee,0.0,Travel Rarely,Sales,Marketing,Male,Sales Executive,Married,Low Risk
46,0,-0.16978308704218573,2,4,1789,3,-0.9787745141326066,3,5,4,2.725053307353891,-0.013365921001394932,7,17,3,3,1,24,3,3,2,1,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,46-55,Low Salary,Executive Level,New Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Research Director,Divorced,Medium Risk
36,0,1.4391542605436507,10,3,1790,4,1.1863122018077836,3,3,1,0.386300787724627,1.6353197939599469,7,13,3,4,1,15,1,3,12,8,5,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,36-45,Low Salary,Senior Level,Loyal Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,High Risk
44,1,-0.9259092673406143,1,2,1792,3,1.6291708482501361,3,1,2,-0.8841090709892252,-0.4526968855371681,1,12,3,3,3,6,2,2,5,3,2,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,36-45,,Mid Level,Junior Employee,0.07,Travel Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,High Risk
37,0,1.082163539353573,8,2,1794,3,1.137105685536411,3,2,2,-0.5167334821422189,-0.20815565767656496,2,13,3,3,0,19,4,2,10,0,4,7,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,36-45,,Senior Level,Experienced Employee,0.0,Travel Rarely,Human Resources,Other,Male,Human Resources,Divorced,Medium Risk
35,1,-1.2382761483819322,27,3,1797,3,0.8910731041795485,3,2,4,-0.14659567082267877,-0.11539864021219828,1,18,3,4,0,10,2,3,10,7,7,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,26-35,,Mid Level,Experienced Employee,0.07,Travel Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Medium Risk
33,0,0.15993750961253883,8,4,1798,4,1.1863122018077836,4,1,1,-0.7139136709507914,-1.1576502182663548,6,19,3,2,1,14,1,3,10,8,7,6,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,26-35,,Senior Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Low Risk
28,0,0.9383756099853472,1,3,1799,3,0.7926600716368035,3,1,4,-0.947427709205771,-1.2342450281422335,1,11,3,3,1,5,6,4,5,3,0,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,26-35,,Entry Level,Junior Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Low Risk
39,0,1.116870970580386,10,1,1800,3,-0.043850704976529056,3,3,3,1.4790784935893773,-0.8993359787216488,7,21,4,3,0,9,3,3,4,3,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,36-45,Low Salary,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Research Director,Single,Low Risk
46,0,0.11531366946377912,26,2,1801,2,1.5799643319787637,2,2,2,0.3161828326526131,1.5252762414226755,8,15,3,3,0,6,3,3,2,2,2,2,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,46-55,Low Salary,Mid Level,New Employee,0.0,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,Low Risk
